CompanyCode,DocumentNo,FiscalYear,LineItem
51256,3448154048,1993,884
51256,3448154048,1993,127
13417,5041573244,2022,415
13417,5041573244,2022,498
13417,5041573244,2022,526
88295,8815724861,2006,800
9878,720193149,1976,242
9878,720193149,1976,448
25322,3376237130,1991,937
25322,3376237130,1991,396
86807,5837592711,1973,801
86807,5837592711,1973,779
86661,2883879979,1991,384
86661,2883879979,1991,783
75597,2521560495,1994,437
60816,1106540490,2003,418
60816,1106540490,2003,488
86129,9584403139,1981,207
86129,9584403139,1981,891
34432,2210102360,2017,521
34432,2210102360,2017,182
60192,5356412810,1978,138
60192,5356412810,1978,409
23472,4803684405,1975,590
23472,4803684405,1975,317
23629,7530407711,1980,751
36364,463509511,1993,874
56674,5838264448,2011,796
41404,5681731798,1992,301
11573,7361961257,1976,912
93562,9810089161,2004,207
93562,9810089161,2004,453
50338,9481392065,2015,4
50338,9481392065,2015,754
40495,2128906563,2009,631
53322,2594926091,2021,446
53322,2594926091,2021,580
33777,1740933888,1995,394
33777,1740933888,1995,280
33777,1740933888,1995,563
39559,3464867827,1982,725
39559,3464867827,1982,312
39559,3464867827,1982,221
84315,6394531697,2001,429
73599,4341380386,2022,598
66735,288714683,1980,89
7347,9474006381,1988,921
7347,9474006381,1988,905
15325,5965285311,1989,16
44841,2961254533,1973,429
44841,2961254533,1973,303
97416,3411176189,2000,49
97416,3411176189,2000,509
97416,3411176189,2000,35
64749,2012943330,1983,756
64749,2012943330,1983,218
28317,3626303145,2022,223
28317,3626303145,2022,174
22451,8253110846,1995,832
22451,8253110846,1995,388
22451,8253110846,1995,639
5591,3720662354,1980,876
48635,9596200030,2019,340
48635,9596200030,2019,838
48635,9596200030,2019,169
38502,9268747068,2011,714
38502,9268747068,2011,179
17183,6910015398,1983,469
17183,6910015398,1983,349
21951,2424121870,1992,135
21951,2424121870,1992,754
40761,183393841,2024,578
40830,6330761423,2021,396
89822,333497192,2009,121
74695,1749042983,2005,655
74695,1749042983,2005,973
96036,1218146788,2008,562
51543,3164325348,1977,243
30522,4285627964,1979,621
77362,512838993,1997,94
13251,7292991524,1980,177
3974,2029260558,2018,498
13178,2713361682,2015,870
96878,3174065521,1997,286
92635,3674403509,1992,802
92635,3674403509,1992,760
91184,6064390744,1986,27
72401,2418498319,2003,144
72401,2418498319,2003,161
33426,2110437913,1986,258
33426,2110437913,1986,324
33426,2110437913,1986,655
40194,9418708343,1990,712
40194,9418708343,1990,361
12708,7251366091,2011,774
23979,6643882813,2022,645
23979,6643882813,2022,111
23979,6643882813,2022,96
3701,4728068599,1975,738
3701,4728068599,1975,250
3701,4728068599,1975,338
38949,4806965276,2023,963
47902,4597371763,2001,868
47902,4597371763,2001,962
26279,8072687432,1977,794
19020,608457826,1987,451
19020,608457826,1987,772
19020,608457826,1987,65
84879,7544797317,1993,169
84879,7544797317,1993,476
696,8304768456,1995,577
696,8304768456,1995,482
61333,324011238,2000,662
24254,6454529056,1995,80
91898,4537899692,2008,208
64170,4356000976,1989,920
71686,6901572172,1985,920
71686,6901572172,1985,974
11272,6665213212,1987,567
11272,6665213212,1987,778
21308,6622467516,2010,41
21308,6622467516,2010,394
24978,7272517647,1988,753
24978,7272517647,1988,446
24978,7272517647,1988,657
22148,7580791964,1988,386
22148,7580791964,1988,964
68717,1476204519,2014,620
68717,1476204519,2014,68
68717,1476204519,2014,53
10625,1258705281,2021,723
10625,1258705281,2021,881
10625,1258705281,2021,150
72843,3683838534,2001,893
25134,8107198530,2016,423
25134,8107198530,2016,443
75572,8119162035,2003,311
75572,8119162035,2003,515
112,3480396560,2015,983
48098,2731954203,2024,163
24333,509348341,2013,914
24333,509348341,2013,476
24333,509348341,2013,981
13356,564840006,1987,715
13356,564840006,1987,429
63731,8283406297,1974,533
63731,8283406297,1974,511
63731,8283406297,1974,581
56942,6800000851,1977,642
12848,3819072419,1972,150
12848,3819072419,1972,447
43596,695344192,1988,233
43596,695344192,1988,464
60778,8095397727,2012,233
60778,8095397727,2012,605
60778,8095397727,2012,270
73135,1543109593,2014,720
4877,7049017308,1990,47
4877,7049017308,1990,411
4877,7049017308,1990,355
19175,6945497332,2024,274
73160,4281475412,2002,97
32088,8014645637,1976,965
88336,5203179378,1995,296
6630,7850507009,1976,563
6630,7850507009,1976,837
6630,7850507009,1976,472
3030,7680278253,2007,723
44151,4822696191,1986,50
44151,4822696191,1986,477
44151,4822696191,1986,687
14620,7298022841,2008,881
14620,7298022841,2008,308
67306,7682218939,1986,38
67306,7682218939,1986,823
67306,7682218939,1986,363
48824,8769414754,1972,117
78582,5315781965,1981,179
78582,5315781965,1981,621
1041,1222548043,1981,754
1041,1222548043,1981,725
92417,475241108,2005,380
54877,2236898398,1981,82
54877,2236898398,1981,745
79614,1651032939,1987,894
46454,8859507963,1972,202
31032,2558186506,1989,62
16123,4601346684,2019,197
16123,4601346684,2019,195
38116,9859690587,1973,824
38116,9859690587,1973,399
38116,9859690587,1973,948
36696,6380840997,1973,595
36696,6380840997,1973,665
27754,8093088444,1979,606
27754,8093088444,1979,838
65190,4311483528,2008,725
65190,4311483528,2008,671
48628,1831603784,1971,921
48628,1831603784,1971,605
48628,1831603784,1971,685
35758,3399308850,1983,881
43808,8189907729,2022,48
16055,7593697462,2001,443
16055,7593697462,2001,569
16055,7593697462,2001,638
74875,7074322194,1996,819
12551,2413544175,1980,669
36646,2335278909,1970,610
36646,2335278909,1970,864
36646,2335278909,1970,355
79745,9583147294,2007,712
79745,9583147294,2007,485
79745,9583147294,2007,238
31083,9878219372,1985,624
31083,9878219372,1985,108
31083,9878219372,1985,742
80041,424732149,2012,856
80041,424732149,2012,44
80041,424732149,2012,17
9547,5892992223,2014,46
9547,5892992223,2014,725
38457,1157209492,2000,848
38457,1157209492,2000,923
38457,1157209492,2000,131
44262,528368357,2019,677
44262,528368357,2019,188
44262,528368357,2019,260
94868,9301926256,1979,228
94868,9301926256,1979,357
94868,9301926256,1979,844
7301,9971698727,2006,331
7301,9971698727,2006,845
7301,9971698727,2006,32
40522,5271696484,1989,523
63672,8884433372,2019,396
63672,8884433372,2019,409
39841,5513372461,2016,788
39841,5513372461,2016,701
39841,5513372461,2016,965
35734,2223572514,2019,603
57260,382363516,2022,42
57260,382363516,2022,183
57260,382363516,2022,461
5787,5425502153,1984,765
5787,5425502153,1984,802
5787,5425502153,1984,470
80669,5875210057,1991,257
80669,5875210057,1991,256
80669,5875210057,1991,922
63269,8020407395,1975,164
63269,8020407395,1975,429
94717,7360942962,1976,887
93290,7720048686,2023,871
93290,7720048686,2023,416
93290,7720048686,2023,324
48461,3250165436,1995,925
35629,1439261750,1993,369
35629,1439261750,1993,754
35629,1439261750,1993,860
80229,5185874667,1997,650
80229,5185874667,1997,259
69772,8459409954,2010,777
69772,8459409954,2010,522
69772,8459409954,2010,75
44672,7151169904,2011,736
9986,440517125,2012,76
9986,440517125,2012,717
9986,440517125,2012,584
70073,251838069,2009,924
70073,251838069,2009,556
34164,253409968,1988,629
34164,253409968,1988,158
34164,253409968,1988,584
1734,7284852574,1986,432
1734,7284852574,1986,936
1734,7284852574,1986,809
98149,9649986075,1980,732
98149,9649986075,1980,722
39882,7169958001,1986,745
39882,7169958001,1986,102
39882,7169958001,1986,950
9424,8859320308,1973,786
58567,7610832526,2022,954
3469,4185657804,2016,843
3469,4185657804,2016,523
98741,9129804749,2000,123
98741,9129804749,2000,279
54382,6290868063,2019,782
54382,6290868063,2019,380
54382,6290868063,2019,558
14145,4208473448,1990,326
14145,4208473448,1990,253
14145,4208473448,1990,521
7347,4158135055,1976,25
7347,4158135055,1976,67
7347,4158135055,1976,704
83393,2303570021,2024,203
83393,2303570021,2024,721
83393,2303570021,2024,34
58181,291234566,1977,651
58181,291234566,1977,243
70420,9713942752,2020,847
70420,9713942752,2020,371
50319,9659179588,1983,977
50319,9659179588,1983,533
64003,5191249722,2011,212
30456,9653236032,1971,625
30456,9653236032,1971,727
30456,9653236032,1971,477
93814,6451691967,1984,686
33336,1831574523,1987,986
33336,1831574523,1987,513
33336,1831574523,1987,651
59746,2312296059,1980,794
59746,2312296059,1980,350
6650,4895595953,1979,891
41329,3599717044,1970,509
41329,3599717044,1970,954
41329,3599717044,1970,165
62551,4504466503,1990,970
95709,1517509525,1990,80
95709,1517509525,1990,717
34528,6649837300,2024,184
32804,6754332849,1994,674
69469,4300751437,2006,131
69469,4300751437,2006,986
69469,4300751437,2006,676
91041,551172205,1973,66
53838,7456062,1992,39
33725,8069979680,1996,210
33725,8069979680,1996,80
94329,6060166386,1991,669
37575,1613445503,2010,250
37575,1613445503,2010,350
37575,1613445503,2010,858
28908,7009820637,2008,862
28908,7009820637,2008,834
30080,4446780115,1986,721
3983,8271928258,2001,727
3983,8271928258,2001,611
3983,8271928258,2001,42
24613,7593090168,1977,669
33575,5897536439,1973,270
9886,3585163506,2018,741
9886,3585163506,2018,65
9886,3585163506,2018,805
60348,743796206,2024,407
55309,9051381197,1996,955
55309,9051381197,1996,733
48343,2455547450,2021,306
48343,2455547450,2021,839
48343,2455547450,2021,882
71654,2012510601,2020,442
71654,2012510601,2020,136
45441,4308982934,1972,208
45441,4308982934,1972,631
41679,253249452,2024,867
41679,253249452,2024,247
41679,253249452,2024,103
15617,5355308987,1994,895
15617,5355308987,1994,336
36200,9996099976,1988,143
32917,8092263182,2021,146
73450,4681306867,2005,536
73450,4681306867,2005,850
90081,4716293624,2006,289
90081,4716293624,2006,585
64801,5809743456,2002,562
44844,976983127,1973,924
44844,976983127,1973,949
44844,976983127,1973,233
28548,3163400166,1984,147
28548,3163400166,1984,595
54856,3057839818,1971,224
54856,3057839818,1971,853
41025,9805884293,2002,589
41025,9805884293,2002,415
41025,9805884293,2002,886
31605,6407152226,1971,868
31605,6407152226,1971,844
31605,6407152226,1971,145
33467,44574983,2023,138
39057,3809772205,1972,864
39057,3809772205,1972,749
72257,5154959579,1993,285
72257,5154959579,1993,827
72257,5154959579,1993,211
36403,6141104601,2010,713
5429,501561884,2010,264
5429,501561884,2010,742
90081,3887005232,1991,385
90081,3887005232,1991,738
90081,3887005232,1991,421
76556,4583853561,1997,186
76556,4583853561,1997,379
5256,696347154,2017,409
5256,696347154,2017,904
5256,696347154,2017,487
26635,7558453830,1979,162
26635,7558453830,1979,910
97474,8730522001,1992,71
97474,8730522001,1992,561
36695,7517968454,2003,170
36695,7517968454,2003,92
40980,7975545227,1971,137
75430,8223672599,2000,429
21236,688248187,2006,19
21236,688248187,2006,877
21236,688248187,2006,490
26671,7649196634,2009,170
26671,7649196634,2009,873
55771,679005863,2002,581
31627,8412522455,2024,244
19802,9512067593,2020,307
19270,7053541068,2017,275
39293,2141201774,1990,751
39293,2141201774,1990,250
69314,7722049530,2017,185
63395,6516848832,1973,983
63395,6516848832,1973,423
63395,6516848832,1973,954
35705,7695742000,2010,874
35705,7695742000,2010,331
35705,7695742000,2010,496
15220,2846175314,2016,483
2081,6144187658,1984,88
37080,6762025275,1994,6
37080,6762025275,1994,917
79061,9263294381,1973,948
42767,7008930802,2005,765
42767,7008930802,2005,933
42767,7008930802,2005,706
37264,1285563777,1971,394
51553,6633636393,2018,729
39550,1434156976,2002,739
39550,1434156976,2002,37
50614,7510339758,1981,341
50614,7510339758,1981,190
50,8071785125,2009,573
50,8071785125,2009,522
37390,2665557015,2024,759
37390,2665557015,2024,889
37390,2665557015,2024,273
93832,5391076591,2001,840
39642,6608153148,1984,658
39642,6608153148,1984,534
18981,1522356640,2003,251
12757,5020367645,1985,171
12757,5020367645,1985,455
12757,5020367645,1985,346
29878,9242398746,2015,793
29878,9242398746,2015,696
29878,9242398746,2015,317
17117,8790925273,1999,903
17117,8790925273,1999,891
93048,9538015566,2014,306
52741,3898469809,2002,962
52741,3898469809,2002,467
3241,5484103785,2020,380
3241,5484103785,2020,123
3241,5484103785,2020,666
48616,9053549090,2023,174
71203,7011354431,1994,697
71203,7011354431,1994,910
71203,7011354431,1994,768
24094,7637952536,2023,165
24094,7637952536,2023,995
24094,7637952536,2023,34
48658,3044292266,2002,280
48658,3044292266,2002,801
48658,3044292266,2002,849
74302,2822621147,2019,683
12967,9523689235,2022,226
12967,9523689235,2022,456
12967,9523689235,2022,117
13223,8835576552,1997,160
13223,8835576552,1997,530
13223,8835576552,1997,885
56355,8473392246,1989,896
56355,8473392246,1989,756
21067,8842633114,2018,660
21067,8842633114,2018,506
21067,8842633114,2018,327
72251,7808792159,2019,240
72251,7808792159,2019,385
47054,3544901741,2001,36
47054,3544901741,2001,615
93563,7187247544,2019,320
93563,7187247544,2019,422
93563,7187247544,2019,492
75339,9035228343,1996,899
31931,3885088625,2021,96
31931,3885088625,2021,944
31931,3885088625,2021,344
50157,1147428841,1988,271
50157,1147428841,1988,59
80705,4493141643,1978,925
80705,4493141643,1978,676
43461,8962634480,1978,199
43461,8962634480,1978,102
72921,1638925766,1997,970
72921,1638925766,1997,606
72921,1638925766,1997,893
40768,8494869203,1973,356
40768,8494869203,1973,581
40768,8494869203,1973,761
55128,9247883327,1984,302
55128,9247883327,1984,986
55128,9247883327,1984,72
19914,3434215280,1989,892
19914,3434215280,1989,739
19914,3434215280,1989,450
25244,6022317095,1974,269
25244,6022317095,1974,817
93539,4933561657,1979,329
93539,4933561657,1979,138
22128,7951685948,2010,470
9122,1327103953,2022,909
9122,1327103953,2022,551
20430,2789613335,2001,511
20430,2789613335,2001,669
20430,2789613335,2001,549
95525,594851711,1973,915
17846,9774240125,2005,969
17846,9774240125,2005,703
79630,1448736596,1971,572
79630,1448736596,1971,680
93728,515306375,1978,652
93728,515306375,1978,826
93728,515306375,1978,420
63082,3859143117,2009,457
63082,3859143117,2009,787
63082,3859143117,2009,940
97570,744695772,2011,189
97570,744695772,2011,702
97570,744695772,2011,870
2745,3442964600,2010,862
2745,3442964600,2010,267
2745,3442964600,2010,301
33063,2944575985,2010,567
33063,2944575985,2010,25
33063,2944575985,2010,890
20136,7129002249,1983,805
20136,7129002249,1983,333
20136,7129002249,1983,982
1266,8309242641,2009,992
76344,6026600215,2012,682
76344,6026600215,2012,695
76344,6026600215,2012,211
64267,2320837422,1988,463
42922,6946662721,2014,158
89141,5365716393,2011,72
89141,5365716393,2011,712
50374,6937632118,2009,857
50374,6937632118,2009,188
50374,6937632118,2009,853
37804,7329754985,1971,816
4090,3677769083,1990,563
99972,4764901315,2011,175
2881,5382770343,1972,317
2881,5382770343,1972,561
2881,5382770343,1972,122
40296,4871740436,1997,485
56065,8934884524,2003,223
32351,760784472,1973,74
32351,760784472,1973,193
32351,760784472,1973,681
31183,4092920711,2019,454
31183,4092920711,2019,975
31183,4092920711,2019,99
28826,2783017072,1979,604
28826,2783017072,1979,376
28826,2783017072,1979,175
27734,3908691805,2011,752
23213,1422361285,2018,931
31420,606688595,2009,646
31420,606688595,2009,135
43387,7478293384,2014,662
88356,1818538844,2022,421
29937,691836985,2014,74
29937,691836985,2014,487
29937,691836985,2014,550
31824,3308840401,1992,510
31824,3308840401,1992,460
77514,1223838946,1992,173
92184,5530178905,1997,587
92184,5530178905,1997,869
92184,5530178905,1997,652
71828,6687323744,1980,142
71828,6687323744,1980,316
64560,5298367389,2013,175
64560,5298367389,2013,317
64560,5298367389,2013,284
18127,9823824850,1992,128
18127,9823824850,1992,765
7441,1675544821,2024,813
7441,1675544821,2024,873
7441,1675544821,2024,692
99895,7030707365,1983,798
88054,9985763931,2009,142
90223,8891786579,1973,618
90223,8891786579,1973,341
90223,8891786579,1973,685
26646,2716546790,1982,304
43040,3296902506,1999,661
43040,3296902506,1999,783
29565,971509822,1971,33
29565,971509822,1971,82
86478,356007507,2013,557
86478,356007507,2013,805
86478,356007507,2013,878
84947,3627016164,2016,701
84947,3627016164,2016,902
84947,3627016164,2016,813
42669,4333179064,2020,318
42669,4333179064,2020,655
42669,4333179064,2020,941
96633,7662324963,1996,261
96633,7662324963,1996,206
30119,9242609385,2023,245
28317,9623307972,1981,98
15898,9805715072,1997,427
24475,8601906037,1976,571
24475,8601906037,1976,316
24475,8601906037,1976,288
98298,3619323841,1990,963
98298,3619323841,1990,875
98298,3619323841,1990,744
72485,1127721653,2002,83
72485,1127721653,2002,617
63914,8550897161,2000,839
31466,4824938346,2024,1
31466,4824938346,2024,310
31466,4824938346,2024,62
24895,2462145380,1979,935
59809,1586373657,2001,623
59809,1586373657,2001,381
59809,1586373657,2001,683
75242,108366066,1983,735
75242,108366066,1983,297
37390,1512520434,2009,684
37390,1512520434,2009,91
28199,4243760009,2009,90
28199,4243760009,2009,306
66390,8456775484,2017,556
66390,8456775484,2017,620
41574,8419082900,1970,796
67359,6909449802,2000,173
67359,6909449802,2000,532
67359,6909449802,2000,260
63489,8327222499,1989,514
63489,8327222499,1989,369
78578,3684994716,1997,642
99911,6860301138,2020,384
99911,6860301138,2020,332
99911,6860301138,2020,867
59908,808899942,1975,944
59908,808899942,1975,853
59908,808899942,1975,349
66203,6127548585,2023,325
66203,6127548585,2023,941
2351,8983133379,1999,903
45795,2379082818,2015,893
45795,2379082818,2015,221
95636,4881562330,1995,477
95636,4881562330,1995,783
35117,5083221337,2004,320
26406,3839823354,2002,845
26406,3839823354,2002,375
26406,3839823354,2002,393
16365,565722095,1985,807
16365,565722095,1985,915
16365,565722095,1985,571
7416,5470149867,1986,780
7416,5470149867,1986,577
7416,5470149867,1986,138
34691,5372111852,2013,248
72419,9297222939,1991,841
72419,9297222939,1991,319
72419,9297222939,1991,633
28670,2865128932,2003,481
91467,5496199196,1998,798
91467,5496199196,1998,508
91467,5496199196,1998,334
45345,7888359675,1989,252
45345,7888359675,1989,782
22519,701578742,2014,950
78676,8585538019,2004,952
33426,269041773,2017,102
77814,6501655393,2020,315
91633,5783140559,2024,69
85651,4781076513,1975,863
48699,1815883167,1988,762
48699,1815883167,1988,349
48699,1815883167,1988,202
71378,5985544854,2001,861
71378,5985544854,2001,128
15585,1579260894,2011,694
15585,1579260894,2011,669
21611,8043241614,1977,311
21611,8043241614,1977,878
21611,8043241614,1977,406
90668,6082310682,2011,721
90668,6082310682,2011,433
90668,6082310682,2011,625
86807,4937581233,1975,962
86807,4937581233,1975,252
86807,4937581233,1975,958
49025,6875548577,2004,809
49025,6875548577,2004,317
57987,1839711842,2014,905
57987,1839711842,2014,384
57987,1839711842,2014,986
26646,3618912971,2016,408
26646,3618912971,2016,329
74706,1980575283,1977,365
74706,1980575283,1977,23
74706,1980575283,1977,100
33376,7110205481,2018,741
93344,7773817032,2011,633
20135,8552444244,1988,23
20135,8552444244,1988,184
23794,8299647809,2001,285
23794,8299647809,2001,563
94309,9543396762,1974,703
94309,9543396762,1974,341
94309,9543396762,1974,760
82230,1717695433,2000,124
82230,1717695433,2000,592
82230,1717695433,2000,643
38910,8811704106,2013,304
38910,8811704106,2013,329
32510,2979298912,1992,432
46844,1003623392,1987,537
83774,8676430768,2001,571
83774,8676430768,2001,40
83774,8676430768,2001,727
80695,2342194157,1972,399
80695,2342194157,1972,560
62594,5677134779,2014,528
62594,5677134779,2014,705
60165,5594421369,2012,638
60165,5594421369,2012,431
13983,1089495311,2003,891
48343,6999712989,2016,159
72899,4406788891,2009,222
72899,4406788891,2009,356
32999,6161474412,1971,969
32999,6161474412,1971,278
10367,8182483698,1989,94
10367,8182483698,1989,948
10367,8182483698,1989,655
88929,4425196565,1976,891
88929,4425196565,1976,947
39568,9430986978,1978,490
90340,4441034205,1992,3
90340,4441034205,1992,533
53429,425470004,2022,799
53429,425470004,2022,731
53429,425470004,2022,542
60818,6085782524,2008,253
60818,6085782524,2008,209
60818,6085782524,2008,758
57119,4012609003,1981,821
45933,7303783972,1973,57
45933,7303783972,1973,670
45933,7303783972,1973,853
12671,1753512473,2008,647
48948,6317644588,2024,996
48948,6317644588,2024,867
48948,6317644588,2024,318
44470,8843038735,2011,499
44470,8843038735,2011,470
44470,8843038735,2011,751
11134,121206070,2008,534
11134,121206070,2008,707
11134,121206070,2008,232
21987,2004140739,1999,612
21987,2004140739,1999,777
43329,7042745720,2013,699
43329,7042745720,2013,562
22152,4697203966,1971,302
56983,3183508016,1981,840
56983,3183508016,1981,151
56983,3183508016,1981,238
12287,529963333,1995,524
12287,529963333,1995,563
15784,1926162692,2006,694
36020,4980113551,2010,650
36020,4980113551,2010,288
36020,4980113551,2010,962
92788,7575968237,1987,148
92788,7575968237,1987,687
92788,7575968237,1987,579
22768,9639726743,1988,732
22768,9639726743,1988,407
22768,9639726743,1988,132
1056,347980342,2022,791
71916,7151507400,1980,382
71916,7151507400,1980,523
56759,3294727359,1980,437
60364,1548016236,2013,984
60364,1548016236,2013,963
60364,1548016236,2013,917
696,3783394637,2018,66
50679,5509021511,1980,551
50679,5509021511,1980,372
52213,1008261124,1981,153
64946,832463084,2016,21
64946,832463084,2016,770
33840,7255775850,1992,128
48457,9626028067,1973,764
82849,1326117255,2021,852
88090,5699731883,1998,746
88090,5699731883,1998,249
88090,5699731883,1998,247
26855,1727882381,2022,259
98774,607875591,1981,670
88579,7500641896,1972,88
86974,1797976840,2009,280
55593,6475335747,2016,328
9947,3257459129,1994,203
9947,3257459129,1994,337
87914,1218088093,2013,361
87914,1218088093,2013,399
3986,143153469,2005,846
16313,7599650844,2004,565
16313,7599650844,2004,760
16313,7599650844,2004,519
71977,3292602968,1981,987
42550,9837827828,1987,576
24947,4894043656,2004,797
24947,4894043656,2004,122
24947,4894043656,2004,285
75481,5172698811,2022,656
75481,5172698811,2022,999
77540,289360982,1977,437
77540,289360982,1977,561
77540,289360982,1977,408
88771,7652818750,2006,779
45161,5195231181,1985,572
45161,5195231181,1985,983
45161,5195231181,1985,755
2656,2008290971,2006,574
33998,283302439,1989,965
33998,283302439,1989,958
54411,2625307660,2021,769
54411,2625307660,2021,949
54411,2625307660,2021,189
96646,3013056703,1996,465
96646,3013056703,1996,869
96646,3013056703,1996,276
13208,3108299360,2024,959
40556,1772624316,2003,107
20182,3367748830,2012,150
20182,3367748830,2012,745
20182,3367748830,2012,388
95519,5149230006,2017,491
95519,5149230006,2017,532
95519,5149230006,2017,868
71238,3365888739,2009,784
71238,3365888739,2009,619
26940,3051571844,1979,159
26940,3051571844,1979,333
23066,6615729600,2008,558
23066,6615729600,2008,171
17342,2042025538,2011,668
17342,2042025538,2011,561
93005,6999893035,2013,497
93005,6999893035,2013,452
93005,6999893035,2013,725
97419,9542286145,2000,446
93566,5978092418,2022,300
93566,5978092418,2022,168
26396,4244986702,2009,686
26396,4244986702,2009,82
45457,5332658299,1986,119
45457,5332658299,1986,383
18216,8373743143,1971,595
42449,3642660229,1973,401
42449,3642660229,1973,536
42449,3642660229,1973,799
22839,1594245082,2006,911
72199,5591408695,1971,563
72199,5591408695,1971,727
72199,5591408695,1971,101
50307,6577068741,1992,592
73432,8677505148,2015,320
73432,8677505148,2015,851
73432,8677505148,2015,13
35712,8776308087,2015,77
75012,6769618383,1998,769
38861,3986800974,2002,500
81170,1202694986,1985,413
81170,1202694986,1985,995
35494,8999259045,2021,260
35494,8999259045,2021,85
35494,8999259045,2021,814
93040,7398230012,1997,288
93040,7398230012,1997,574
8942,1002866077,2017,566
8942,1002866077,2017,481
89554,3738420317,2008,361
89554,3738420317,2008,6
89554,3738420317,2008,690
71064,8637496310,1985,279
66711,8029677596,1986,572
25272,6267833635,1970,871
1513,4453082806,2003,453
1513,4453082806,2003,330
1513,4453082806,2003,205
82307,4567652583,2017,100
14616,7155070985,1990,354
14616,7155070985,1990,395
14616,7155070985,1990,403
11564,7586233112,1983,633
11564,7586233112,1983,156
24405,7444550880,2009,270
64596,7546552303,2015,444
64596,7546552303,2015,305
64596,7546552303,2015,207
56931,6611058461,2019,478
71844,4828637249,1987,558
71844,4828637249,1987,518
71844,4828637249,1987,706
14365,6996325042,1989,829
14365,6996325042,1989,972
22481,4738215081,1972,191
22481,4738215081,1972,837
22481,4738215081,1972,978
59649,384946132,1989,802
45844,2931545820,2010,971
47260,5502257728,1997,747
80314,4186416916,2005,107
80314,4186416916,2005,916
80851,9460795215,1999,749
80851,9460795215,1999,320
10860,5584829137,2001,89
4106,5406508483,2006,759
20470,1815938871,2010,10
20470,1815938871,2010,404
20470,1815938871,2010,721
55564,5296769535,1974,109
55564,5296769535,1974,255
19966,6336387516,1991,602
19966,6336387516,1991,567
19966,6336387516,1991,611
70576,8010932043,1990,604
70576,8010932043,1990,90
20003,5507415588,2022,978
20003,5507415588,2022,587
20003,5507415588,2022,765
55951,9494441874,1979,32
69329,7129976360,2010,169
92687,5542074987,2022,408
92687,5542074987,2022,484
37313,3066913827,1976,685
37313,3066913827,1976,719
33600,4540616714,1994,970
33600,4540616714,1994,43
33600,4540616714,1994,172
39750,8179483634,1975,417
88124,3853503430,1986,74
88124,3853503430,1986,983
47685,5350087683,1992,335
47685,5350087683,1992,944
47685,5350087683,1992,230
53463,4057064602,1986,7
53322,8252366778,2008,109
53322,8252366778,2008,415
53322,8252366778,2008,205
71120,2301163213,1985,52
71120,2301163213,1985,378
96864,977658890,1988,176
96864,977658890,1988,665
96864,977658890,1988,170
25381,6614303695,1973,979
25381,6614303695,1973,462
88639,2388832267,2021,246
56611,7212620092,2005,614
14433,8127099334,1972,904
77230,6418503252,2007,88
77230,6418503252,2007,332
77230,6418503252,2007,671
18512,3043347869,2000,977
18512,3043347869,2000,286
9266,9069757559,1985,110
37637,2165652037,1976,534
