CompanyCode,DocumentNo,FiscalYear,LineItem
10625,1258705281,2021,76
72843,3683838534,2001,233
72843,3683838534,2001,708
25134,8107198530,2016,630
25134,8107198530,2016,648
75572,8119162035,2003,742
75572,8119162035,2003,786
75572,8119162035,2003,234
112,3480396560,2015,926
48098,2731954203,2024,980
24333,509348341,2013,82
13356,564840006,1987,813
13356,564840006,1987,774
13356,564840006,1987,436
63731,8283406297,1974,863
63731,8283406297,1974,334
56942,6800000851,1977,879
12848,3819072419,1972,309
12848,3819072419,1972,272
12848,3819072419,1972,853
43596,695344192,1988,300
43596,695344192,1988,69
43596,695344192,1988,135
60778,8095397727,2012,644
73135,1543109593,2014,979
73135,1543109593,2014,247
73135,1543109593,2014,382
4877,7049017308,1990,659
4877,7049017308,1990,681
19175,6945497332,2024,281
73160,4281475412,2002,881
73160,4281475412,2002,649
73160,4281475412,2002,941
32088,8014645637,1976,621
88336,5203179378,1995,718
88336,5203179378,1995,516
88336,5203179378,1995,281
6630,7850507009,1976,982
3030,7680278253,2007,429
3030,7680278253,2007,826
3030,7680278253,2007,501
44151,4822696191,1986,844
14620,7298022841,2008,185
14620,7298022841,2008,94
67306,7682218939,1986,912
48824,8769414754,1972,813
48824,8769414754,1972,477
48824,8769414754,1972,230
78582,5315781965,1981,515
78582,5315781965,1981,563
1041,1222548043,1981,259
92417,475241108,2005,69
54877,2236898398,1981,797
79614,1651032939,1987,4
79614,1651032939,1987,146
79614,1651032939,1987,674
46454,8859507963,1972,138
46454,8859507963,1972,589
31032,2558186506,1989,976
16123,4601346684,2019,1
16123,4601346684,2019,575
38116,9859690587,1973,27
38116,9859690587,1973,118
38116,9859690587,1973,135
36696,6380840997,1973,575
27754,8093088444,1979,834
27754,8093088444,1979,790
65190,4311483528,2008,352
65190,4311483528,2008,840
65190,4311483528,2008,960
48628,1831603784,1971,263
48628,1831603784,1971,59
35758,3399308850,1983,118
35758,3399308850,1983,165
43808,8189907729,2022,865
16055,7593697462,2001,39
74875,7074322194,1996,751
74875,7074322194,1996,249
74875,7074322194,1996,82
12551,2413544175,1980,35
12551,2413544175,1980,332
36646,2335278909,1970,650
79745,9583147294,2007,769
79745,9583147294,2007,733
79745,9583147294,2007,559
31083,9878219372,1985,26
80041,424732149,2012,249
80041,424732149,2012,314
80041,424732149,2012,390
9547,5892992223,2014,375
9547,5892992223,2014,779
9547,5892992223,2014,127
38457,1157209492,2000,31
38457,1157209492,2000,979
38457,1157209492,2000,336
44262,528368357,2019,492
94868,9301926256,1979,36
94868,9301926256,1979,216
94868,9301926256,1979,614
7301,9971698727,2006,190
40522,5271696484,1989,537
63672,8884433372,2019,771
39841,5513372461,2016,115
35734,2223572514,2019,245
57260,382363516,2022,989
57260,382363516,2022,713
5787,5425502153,1984,116
80669,5875210057,1991,930
80669,5875210057,1991,645
80669,5875210057,1991,462
63269,8020407395,1975,77
63269,8020407395,1975,218
63269,8020407395,1975,568
94717,7360942962,1976,783
94717,7360942962,1976,273
94717,7360942962,1976,730
93290,7720048686,2023,596
93290,7720048686,2023,190
93290,7720048686,2023,846
48461,3250165436,1995,697
48461,3250165436,1995,273
48461,3250165436,1995,277
35629,1439261750,1993,750
35629,1439261750,1993,830
80229,5185874667,1997,283
80229,5185874667,1997,781
80229,5185874667,1997,617
69772,8459409954,2010,787
44672,7151169904,2011,734
44672,7151169904,2011,497
44672,7151169904,2011,273
9986,440517125,2012,653
9986,440517125,2012,638
70073,251838069,2009,866
70073,251838069,2009,876
34164,253409968,1988,505
34164,253409968,1988,799
1734,7284852574,1986,647
1734,7284852574,1986,820
1734,7284852574,1986,104
98149,9649986075,1980,978
98149,9649986075,1980,562
98149,9649986075,1980,519
39882,7169958001,1986,844
39882,7169958001,1986,708
9424,8859320308,1973,964
58567,7610832526,2022,232
58567,7610832526,2022,982
3469,4185657804,2016,217
98741,9129804749,2000,67
98741,9129804749,2000,684
54382,6290868063,2019,645
54382,6290868063,2019,46
54382,6290868063,2019,247
14145,4208473448,1990,404
7347,4158135055,1976,54
83393,2303570021,2024,500
83393,2303570021,2024,236
83393,2303570021,2024,509
58181,291234566,1977,768
70420,9713942752,2020,132
70420,9713942752,2020,335
70420,9713942752,2020,909
50319,9659179588,1983,968
64003,5191249722,2011,320
30456,9653236032,1971,79
30456,9653236032,1971,5
93814,6451691967,1984,335
93814,6451691967,1984,41
93814,6451691967,1984,825
33336,1831574523,1987,544
33336,1831574523,1987,435
59746,2312296059,1980,54
6650,4895595953,1979,469
6650,4895595953,1979,815
6650,4895595953,1979,562
41329,3599717044,1970,42
41329,3599717044,1970,845
62551,4504466503,1990,987
62551,4504466503,1990,863
62551,4504466503,1990,758
95709,1517509525,1990,661
34528,6649837300,2024,931
34528,6649837300,2024,816
32804,6754332849,1994,936
32804,6754332849,1994,23
69469,4300751437,2006,811
69469,4300751437,2006,95
91041,551172205,1973,917
91041,551172205,1973,90
91041,551172205,1973,377
53838,7456062,1992,81
53838,7456062,1992,521
33725,8069979680,1996,950
33725,8069979680,1996,500
94329,6060166386,1991,814
37575,1613445503,2010,258
37575,1613445503,2010,150
37575,1613445503,2010,914
28908,7009820637,2008,263
28908,7009820637,2008,618
28908,7009820637,2008,441
30080,4446780115,1986,270
30080,4446780115,1986,159
3983,8271928258,2001,568
3983,8271928258,2001,225
3983,8271928258,2001,972
24613,7593090168,1977,28
24613,7593090168,1977,567
24613,7593090168,1977,151
33575,5897536439,1973,534
9886,3585163506,2018,622
60348,743796206,2024,492
55309,9051381197,1996,281
55309,9051381197,1996,435
48343,2455547450,2021,608
48343,2455547450,2021,312
71654,2012510601,2020,328
71654,2012510601,2020,500
45441,4308982934,1972,182
41679,253249452,2024,673
41679,253249452,2024,38
41679,253249452,2024,373
15617,5355308987,1994,323
15617,5355308987,1994,243
36200,9996099976,1988,344
36200,9996099976,1988,331
32917,8092263182,2021,331
73450,4681306867,2005,165
73450,4681306867,2005,997
90081,4716293624,2006,146
64801,5809743456,2002,744
64801,5809743456,2002,235
44844,976983127,1973,428
44844,976983127,1973,776
44844,976983127,1973,790
28548,3163400166,1984,343
54856,3057839818,1971,464
54856,3057839818,1971,401
41025,9805884293,2002,617
41025,9805884293,2002,637
41025,9805884293,2002,944
31605,6407152226,1971,106
33467,44574983,2023,645
39057,3809772205,1972,477
72257,5154959579,1993,760
72257,5154959579,1993,341
36403,6141104601,2010,88
5429,501561884,2010,792
5429,501561884,2010,194
5429,501561884,2010,332
90081,3887005232,1991,332
76556,4583853561,1997,521
76556,4583853561,1997,728
5256,696347154,2017,812
26635,7558453830,1979,57
26635,7558453830,1979,858
97474,8730522001,1992,498
97474,8730522001,1992,986
97474,8730522001,1992,701
36695,7517968454,2003,10
40980,7975545227,1971,684
40980,7975545227,1971,31
75430,8223672599,2000,523
75430,8223672599,2000,811
21236,688248187,2006,837
26671,7649196634,2009,349
26671,7649196634,2009,467
55771,679005863,2002,184
55771,679005863,2002,971
31627,8412522455,2024,559
31627,8412522455,2024,596
19802,9512067593,2020,4
19270,7053541068,2017,7
19270,7053541068,2017,440
39293,2141201774,1990,241
69314,7722049530,2017,785
69314,7722049530,2017,685
63395,6516848832,1973,753
63395,6516848832,1973,689
35705,7695742000,2010,514
35705,7695742000,2010,857
15220,2846175314,2016,33
2081,6144187658,1984,486
2081,6144187658,1984,266
37080,6762025275,1994,588
37080,6762025275,1994,164
37080,6762025275,1994,629
79061,9263294381,1973,406
79061,9263294381,1973,152
79061,9263294381,1973,921
42767,7008930802,2005,916
42767,7008930802,2005,167
42767,7008930802,2005,507
37264,1285563777,1971,505
37264,1285563777,1971,548
51553,6633636393,2018,641
51553,6633636393,2018,319
39550,1434156976,2002,394
39550,1434156976,2002,899
50614,7510339758,1981,822
50614,7510339758,1981,444
50614,7510339758,1981,495
50,8071785125,2009,754
50,8071785125,2009,874
37390,2665557015,2024,328
37390,2665557015,2024,312
37390,2665557015,2024,550
93832,5391076591,2001,491
93832,5391076591,2001,514
93832,5391076591,2001,419
39642,6608153148,1984,648
39642,6608153148,1984,180
39642,6608153148,1984,119
18981,1522356640,2003,820
18981,1522356640,2003,189
12757,5020367645,1985,332
12757,5020367645,1985,677
29878,9242398746,2015,527
29878,9242398746,2015,630
29878,9242398746,2015,817
17117,8790925273,1999,450
17117,8790925273,1999,438
17117,8790925273,1999,94
93048,9538015566,2014,991
52741,3898469809,2002,766
3241,5484103785,2020,986
3241,5484103785,2020,465
48616,9053549090,2023,683
71203,7011354431,1994,915
71203,7011354431,1994,147
71203,7011354431,1994,65
24094,7637952536,2023,469
24094,7637952536,2023,256
24094,7637952536,2023,601
48658,3044292266,2002,652
48658,3044292266,2002,188
74302,2822621147,2019,510
74302,2822621147,2019,725
12967,9523689235,2022,755
13223,8835576552,1997,713
13223,8835576552,1997,625
56355,8473392246,1989,273
56355,8473392246,1989,834
56355,8473392246,1989,747
21067,8842633114,2018,230
21067,8842633114,2018,648
72251,7808792159,2019,397
47054,3544901741,2001,672
93563,7187247544,2019,839
93563,7187247544,2019,391
75339,9035228343,1996,683
75339,9035228343,1996,976
75339,9035228343,1996,236
31931,3885088625,2021,596
31931,3885088625,2021,452
50157,1147428841,1988,755
50157,1147428841,1988,501
80705,4493141643,1978,777
80705,4493141643,1978,653
80705,4493141643,1978,915
43461,8962634480,1978,357
72921,1638925766,1997,49
72921,1638925766,1997,47
72921,1638925766,1997,946
40768,8494869203,1973,424
55128,9247883327,1984,359
19914,3434215280,1989,932
19914,3434215280,1989,487
19914,3434215280,1989,646
25244,6022317095,1974,897
25244,6022317095,1974,655
25244,6022317095,1974,64
93539,4933561657,1979,418
93539,4933561657,1979,21
22128,7951685948,2010,350
9122,1327103953,2022,185
20430,2789613335,2001,394
95525,594851711,1973,5
95525,594851711,1973,583
17846,9774240125,2005,993
17846,9774240125,2005,815
17846,9774240125,2005,228
79630,1448736596,1971,499
79630,1448736596,1971,618
93728,515306375,1978,616
63082,3859143117,2009,456
63082,3859143117,2009,382
97570,744695772,2011,443
97570,744695772,2011,517
97570,744695772,2011,658
2745,3442964600,2010,306
2745,3442964600,2010,404
2745,3442964600,2010,553
33063,2944575985,2010,808
20136,7129002249,1983,827
1266,8309242641,2009,927
1266,8309242641,2009,859
76344,6026600215,2012,911
64267,2320837422,1988,8
64267,2320837422,1988,300
64267,2320837422,1988,83
42922,6946662721,2014,839
42922,6946662721,2014,666
89141,5365716393,2011,574
89141,5365716393,2011,261
89141,5365716393,2011,793
50374,6937632118,2009,389
50374,6937632118,2009,439
37804,7329754985,1971,487
37804,7329754985,1971,141
37804,7329754985,1971,209
4090,3677769083,1990,433
99972,4764901315,2011,779
2881,5382770343,1972,76
40296,4871740436,1997,133
56065,8934884524,2003,580
56065,8934884524,2003,851
32351,760784472,1973,147
32351,760784472,1973,183
31183,4092920711,2019,412
31183,4092920711,2019,285
31183,4092920711,2019,332
28826,2783017072,1979,231
28826,2783017072,1979,301
27734,3908691805,2011,429
27734,3908691805,2011,664
27734,3908691805,2011,152
23213,1422361285,2018,812
23213,1422361285,2018,153
31420,606688595,2009,639
31420,606688595,2009,342
31420,606688595,2009,589
43387,7478293384,2014,767
43387,7478293384,2014,817
88356,1818538844,2022,168
29937,691836985,2014,78
29937,691836985,2014,987
31824,3308840401,1992,572
31824,3308840401,1992,475
77514,1223838946,1992,578
77514,1223838946,1992,81
92184,5530178905,1997,996
71828,6687323744,1980,111
71828,6687323744,1980,85
64560,5298367389,2013,207
64560,5298367389,2013,194
64560,5298367389,2013,798
18127,9823824850,1992,899
18127,9823824850,1992,868
7441,1675544821,2024,980
99895,7030707365,1983,403
99895,7030707365,1983,603
99895,7030707365,1983,659
88054,9985763931,2009,166
88054,9985763931,2009,981
90223,8891786579,1973,785
90223,8891786579,1973,277
90223,8891786579,1973,967
26646,2716546790,1982,788
26646,2716546790,1982,7
26646,2716546790,1982,826
43040,3296902506,1999,637
43040,3296902506,1999,816
29565,971509822,1971,381
86478,356007507,2013,438
84947,3627016164,2016,947
84947,3627016164,2016,856
84947,3627016164,2016,257
42669,4333179064,2020,341
42669,4333179064,2020,740
96633,7662324963,1996,151
30119,9242609385,2023,812
30119,9242609385,2023,301
28317,9623307972,1981,334
28317,9623307972,1981,510
15898,9805715072,1997,752
15898,9805715072,1997,105
24475,8601906037,1976,219
98298,3619323841,1990,641
72485,1127721653,2002,320
72485,1127721653,2002,727
63914,8550897161,2000,931
63914,8550897161,2000,933
31466,4824938346,2024,302
31466,4824938346,2024,886
24895,2462145380,1979,97
24895,2462145380,1979,165
59809,1586373657,2001,60
59809,1586373657,2001,337
59809,1586373657,2001,307
75242,108366066,1983,757
75242,108366066,1983,340
75242,108366066,1983,567
37390,1512520434,2009,156
37390,1512520434,2009,118
28199,4243760009,2009,647
66390,8456775484,2017,264
66390,8456775484,2017,721
41574,8419082900,1970,851
41574,8419082900,1970,810
67359,6909449802,2000,648
67359,6909449802,2000,968
67359,6909449802,2000,313
63489,8327222499,1989,282
78578,3684994716,1997,135
99911,6860301138,2020,13
99911,6860301138,2020,520
59908,808899942,1975,167
66203,6127548585,2023,704
66203,6127548585,2023,504
2351,8983133379,1999,506
2351,8983133379,1999,85
45795,2379082818,2015,210
95636,4881562330,1995,705
95636,4881562330,1995,863
35117,5083221337,2004,101
35117,5083221337,2004,289
35117,5083221337,2004,215
26406,3839823354,2002,507
26406,3839823354,2002,920
16365,565722095,1985,113
7416,5470149867,1986,852
7416,5470149867,1986,140
34691,5372111852,2013,244
34691,5372111852,2013,70
72419,9297222939,1991,138
72419,9297222939,1991,73
72419,9297222939,1991,743
28670,2865128932,2003,579
28670,2865128932,2003,410
91467,5496199196,1998,509
45345,7888359675,1989,613
45345,7888359675,1989,422
22519,701578742,2014,51
78676,8585538019,2004,389
78676,8585538019,2004,760
33426,269041773,2017,137
33426,269041773,2017,197
77814,6501655393,2020,600
77814,6501655393,2020,201
91633,5783140559,2024,953
85651,4781076513,1975,847
85651,4781076513,1975,168
48699,1815883167,1988,524
71378,5985544854,2001,843
71378,5985544854,2001,566
15585,1579260894,2011,386
21611,8043241614,1977,297
21611,8043241614,1977,482
21611,8043241614,1977,262
90668,6082310682,2011,915
86807,4937581233,1975,980
86807,4937581233,1975,946
86807,4937581233,1975,451
49025,6875548577,2004,183
49025,6875548577,2004,249
57987,1839711842,2014,303
26646,3618912971,2016,86
26646,3618912971,2016,569
26646,3618912971,2016,287
74706,1980575283,1977,89
74706,1980575283,1977,69
74706,1980575283,1977,227
33376,7110205481,2018,215
93344,7773817032,2011,710
93344,7773817032,2011,419
93344,7773817032,2011,763
20135,8552444244,1988,907
20135,8552444244,1988,881
23794,8299647809,2001,759
23794,8299647809,2001,309
94309,9543396762,1974,557
94309,9543396762,1974,335
82230,1717695433,2000,222
82230,1717695433,2000,97
38910,8811704106,2013,219
38910,8811704106,2013,329
32510,2979298912,1992,958
32510,2979298912,1992,220
32510,2979298912,1992,180
46844,1003623392,1987,934
46844,1003623392,1987,316
46844,1003623392,1987,842
83774,8676430768,2001,388
83774,8676430768,2001,467
83774,8676430768,2001,656
80695,2342194157,1972,730
62594,5677134779,2014,76
62594,5677134779,2014,777
62594,5677134779,2014,249
60165,5594421369,2012,625
60165,5594421369,2012,769
60165,5594421369,2012,331
13983,1089495311,2003,293
13983,1089495311,2003,913
13983,1089495311,2003,590
48343,6999712989,2016,206
48343,6999712989,2016,682
48343,6999712989,2016,117
72899,4406788891,2009,77
72899,4406788891,2009,43
72899,4406788891,2009,647
32999,6161474412,1971,285
32999,6161474412,1971,880
10367,8182483698,1989,784
88929,4425196565,1976,340
88929,4425196565,1976,923
88929,4425196565,1976,160
39568,9430986978,1978,40
90340,4441034205,1992,87
53429,425470004,2022,834
53429,425470004,2022,809
53429,425470004,2022,82
60818,6085782524,2008,322
60818,6085782524,2008,976
57119,4012609003,1981,220
45933,7303783972,1973,547
45933,7303783972,1973,125
12671,1753512473,2008,496
48948,6317644588,2024,548
48948,6317644588,2024,534
44470,8843038735,2011,964
11134,121206070,2008,216
11134,121206070,2008,143
11134,121206070,2008,4
21987,2004140739,1999,12
43329,7042745720,2013,643
43329,7042745720,2013,701
22152,4697203966,1971,572
22152,4697203966,1971,349
22152,4697203966,1971,31
56983,3183508016,1981,202
56983,3183508016,1981,158
12287,529963333,1995,465
12287,529963333,1995,914
12287,529963333,1995,968
15784,1926162692,2006,413
15784,1926162692,2006,307
15784,1926162692,2006,26
36020,4980113551,2010,330
92788,7575968237,1987,620
22768,9639726743,1988,954
22768,9639726743,1988,255
22768,9639726743,1988,144
1056,347980342,2022,658
1056,347980342,2022,509
71916,7151507400,1980,835
71916,7151507400,1980,310
56759,3294727359,1980,388
56759,3294727359,1980,941
60364,1548016236,2013,420
60364,1548016236,2013,874
696,3783394637,2018,173
696,3783394637,2018,762
696,3783394637,2018,156
50679,5509021511,1980,534
50679,5509021511,1980,57
52213,1008261124,1981,527
52213,1008261124,1981,450
52213,1008261124,1981,533
64946,832463084,2016,875
33840,7255775850,1992,125
33840,7255775850,1992,844
48457,9626028067,1973,617
48457,9626028067,1973,399
82849,1326117255,2021,409
82849,1326117255,2021,882
88090,5699731883,1998,710
88090,5699731883,1998,217
26855,1727882381,2022,734
98774,607875591,1981,110
98774,607875591,1981,301
88579,7500641896,1972,925
88579,7500641896,1972,621
86974,1797976840,2009,64
86974,1797976840,2009,30
55593,6475335747,2016,972
55593,6475335747,2016,667
9947,3257459129,1994,717
9947,3257459129,1994,290
87914,1218088093,2013,674
87914,1218088093,2013,775
3986,143153469,2005,796
3986,143153469,2005,946
16313,7599650844,2004,847
16313,7599650844,2004,517
71977,3292602968,1981,773
42550,9837827828,1987,324
42550,9837827828,1987,142
42550,9837827828,1987,386
24947,4894043656,2004,440
24947,4894043656,2004,46
24947,4894043656,2004,865
75481,5172698811,2022,839
75481,5172698811,2022,690
75481,5172698811,2022,124
77540,289360982,1977,501
88771,7652818750,2006,426
45161,5195231181,1985,404
2656,2008290971,2006,636
33998,283302439,1989,977
33998,283302439,1989,407
33998,283302439,1989,874
54411,2625307660,2021,342
54411,2625307660,2021,234
54411,2625307660,2021,710
96646,3013056703,1996,122
96646,3013056703,1996,336
96646,3013056703,1996,912
13208,3108299360,2024,284
13208,3108299360,2024,10
40556,1772624316,2003,565
40556,1772624316,2003,589
40556,1772624316,2003,152
20182,3367748830,2012,471
95519,5149230006,2017,384
95519,5149230006,2017,145
95519,5149230006,2017,449
71238,3365888739,2009,712
71238,3365888739,2009,156
71238,3365888739,2009,116
26940,3051571844,1979,707
26940,3051571844,1979,234
23066,6615729600,2008,976
23066,6615729600,2008,460
17342,2042025538,2011,245
17342,2042025538,2011,166
17342,2042025538,2011,534
93005,6999893035,2013,297
97419,9542286145,2000,155
97419,9542286145,2000,110
97419,9542286145,2000,952
93566,5978092418,2022,597
93566,5978092418,2022,181
26396,4244986702,2009,669
26396,4244986702,2009,270
45457,5332658299,1986,504
45457,5332658299,1986,710
45457,5332658299,1986,931
18216,8373743143,1971,865
18216,8373743143,1971,259
42449,3642660229,1973,167
22839,1594245082,2006,737
22839,1594245082,2006,232
22839,1594245082,2006,711
72199,5591408695,1971,428
50307,6577068741,1992,220
73432,8677505148,2015,281
73432,8677505148,2015,535
35712,8776308087,2015,726
35712,8776308087,2015,710
75012,6769618383,1998,505
75012,6769618383,1998,87
75012,6769618383,1998,762
38861,3986800974,2002,636
38861,3986800974,2002,852
81170,1202694986,1985,439
81170,1202694986,1985,903
81170,1202694986,1985,819
35494,8999259045,2021,33
93040,7398230012,1997,568
93040,7398230012,1997,613
93040,7398230012,1997,655
8942,1002866077,2017,441
89554,3738420317,2008,794
71064,8637496310,1985,543
71064,8637496310,1985,109
71064,8637496310,1985,492
66711,8029677596,1986,901
25272,6267833635,1970,933
25272,6267833635,1970,585
1513,4453082806,2003,929
1513,4453082806,2003,645
82307,4567652583,2017,967
14616,7155070985,1990,17
11564,7586233112,1983,680
24405,7444550880,2009,598
24405,7444550880,2009,403
24405,7444550880,2009,886
64596,7546552303,2015,910
64596,7546552303,2015,816
56931,6611058461,2019,807
71844,4828637249,1987,508
14365,6996325042,1989,364
14365,6996325042,1989,679
14365,6996325042,1989,39
22481,4738215081,1972,871
22481,4738215081,1972,589
22481,4738215081,1972,955
59649,384946132,1989,824
59649,384946132,1989,639
59649,384946132,1989,268
45844,2931545820,2010,53
47260,5502257728,1997,153
47260,5502257728,1997,359
80314,4186416916,2005,736
80314,4186416916,2005,131
80851,9460795215,1999,59
10860,5584829137,2001,612
4106,5406508483,2006,263
20470,1815938871,2010,348
20470,1815938871,2010,321
55564,5296769535,1974,127
19966,6336387516,1991,245
19966,6336387516,1991,787
19966,6336387516,1991,64
70576,8010932043,1990,96
70576,8010932043,1990,148
20003,5507415588,2022,252
55951,9494441874,1979,888
69329,7129976360,2010,95
69329,7129976360,2010,465
69329,7129976360,2010,789
92687,5542074987,2022,50
37313,3066913827,1976,700
33600,4540616714,1994,204
33600,4540616714,1994,241
39750,8179483634,1975,763
88124,3853503430,1986,703
47685,5350087683,1992,204
47685,5350087683,1992,347
53463,4057064602,1986,122
53463,4057064602,1986,231
53463,4057064602,1986,401
53322,8252366778,2008,274
53322,8252366778,2008,677
53322,8252366778,2008,855
