CompanyCode,DocumentNo,FiscalYear,LineItem,SpecialGLInd,SpecialGLTrans,CustomerNo,ClearingDoc,ClearingDate,AllocationNo
75597,2521560495,1994,437,6mV7,69uU,40664,2191GktCt9,2011-10-16,6085vGUMe7
60816,1106540490,2003,418,7iJ2,95yk,27535,1876NlrYi2,1985-09-30,1523ongjf4
60816,1106540490,2003,488,9bp3,59ju,40235,2017xwlYp0,1990-03-08,9856QWAhV3
86129,9584403139,1981,207,9Px0,28HU,52522,6402VgJuB0,2004-04-28,9457fcIXj2
86129,9584403139,1981,891,5lJ2,50Ai,1609,6726vklVO7,2019-02-04,7385uoIco6
34432,2210102360,2017,521,4bD3,49hK,13399,6696uSOmI8,2009-04-08,9604Ljepb8
34432,2210102360,2017,182,6lQ4,01Ze,59009,7175LPiFH1,2016-03-17,1426kQVFM1
60192,5356412810,1978,138,3WG3,84VG,6951,5760GHnkj9,1970-05-16,4458hQkAy9
60192,5356412810,1978,409,3TH7,06sN,79735,2793ZkYUU2,2018-01-27,8885OczhR9
23472,4803684405,1975,590,3cA1,60hY,96124,6042udGFn1,2006-09-02,0705EsCvJ0
23472,4803684405,1975,317,2rt7,95gm,47664,1877usHho2,1970-05-08,6667NjyEg2
23629,7530407711,1980,751,8TV3,85zS,61147,6514uedVm5,1998-09-12,5846vYOEt1
36364,463509511,1993,874,4KW8,85pD,85157,5561ruOcS3,2007-12-16,5903Bzlio1
56674,5838264448,2011,796,6DS3,53ox,36254,6434HdCJp6,2023-05-07,2505RFTED7
41404,5681731798,1992,301,4ad0,76rN,34523,5579BZxAq6,1986-06-16,0464wulKA5
11573,7361961257,1976,912,8Ap2,93SX,23946,1221qBTBZ3,1977-01-09,0429evtgp7
93562,9810089161,2004,207,8Mv5,77iH,26415,0000sxDQo4,2010-05-15,3745bTHHg8
93562,9810089161,2004,453,6Zv4,72fG,31645,6765pCnhO0,1992-12-28,4856FVYqY2
50338,9481392065,2015,4,4oW7,78xn,6191,3175Ybrul8,1995-06-05,3929UTalr5
50338,9481392065,2015,754,7xT5,48gN,17860,5207gHUPk5,2016-09-20,1869RXznQ4
40495,2128906563,2009,631,0wb1,89oa,52727,0650UrKbm3,2004-07-15,0178jQKYd7
53322,2594926091,2021,446,9ul2,69Ff,77314,1247dsdlJ5,1990-12-18,0742liqDc1
53322,2594926091,2021,580,5bS7,03Qx,15973,0107VRSvw3,2004-08-09,1868EHwXL3
33777,1740933888,1995,394,6SV0,65wf,13435,4751CmwiK4,1973-03-27,2962snGWf1
33777,1740933888,1995,280,5Pt5,04dt,12192,7509YVour8,2008-08-06,4700uiGXm4
33777,1740933888,1995,563,5gA0,70wa,72757,0255bakqX0,2021-06-04,1689mAYPy3
39559,3464867827,1982,725,5QU1,10cz,44027,9185LscFK7,2016-12-17,1476WoXfr9
39559,3464867827,1982,312,5ls5,70rK,28805,1411TSLGN2,2022-01-15,1390SwERN0
39559,3464867827,1982,221,8rH6,51hi,42562,5878MISHt6,2004-03-04,2195wbIek5
84315,6394531697,2001,429,8wW4,73nW,56572,1837qVocD3,2020-06-09,1113RAaTZ1
73599,4341380386,2022,598,2Ax0,18CJ,62275,8137uaczx4,2017-07-20,7193ZSlVu6
66735,288714683,1980,89,1kV5,71Sr,35460,0628Rkqxx4,2014-06-30,0657bkwGA9
7347,9474006381,1988,921,3JF7,04eC,20248,6735LLeAB8,1992-08-04,2863mHONz9
7347,9474006381,1988,905,2yq8,94Qn,5632,9092lxlii3,2004-09-04,9454QezJL0
15325,5965285311,1989,16,4mT6,23rX,34699,5821mpegw8,2003-11-22,2153vdBMG8
44841,2961254533,1973,429,9cp1,42Ze,502,6944aWdKo9,2006-06-22,4824bKUlk1
44841,2961254533,1973,303,0qG2,88we,93109,8214Wqnux7,1981-02-02,7582CFoir5
97416,3411176189,2000,49,0dJ9,28jI,48807,5542ROuhF4,1982-07-28,1921wtpXj2
97416,3411176189,2000,509,6aQ4,90ws,39690,5761mwNiu3,1992-07-18,0481SPXWe8
97416,3411176189,2000,35,4cV3,06Ln,95494,1584arkaH3,2015-07-06,1466eOwMx4
64749,2012943330,1983,756,6pq2,35QD,10786,8819ulrwr6,2006-10-26,4636COfjR1
64749,2012943330,1983,218,3tg2,62iR,34369,8115INoyo2,1970-02-15,3976RzhiL7
28317,3626303145,2022,223,7aa7,83KG,58368,3586gZyci6,2007-09-09,6422VeqUm1
28317,3626303145,2022,174,8gw1,03rV,79155,3818sSzJh9,2010-04-12,8047wZgDv8
22451,8253110846,1995,832,7YE7,23aQ,39695,4553ifCPu8,1994-08-23,9636baifK5
22451,8253110846,1995,388,6uS1,64tO,41668,9942rcioQ2,2021-05-12,1137DTAsN2
22451,8253110846,1995,639,7cA5,31Xs,92147,8224sYmep6,1999-08-31,1657CuqRT2
5591,3720662354,1980,876,1Wb5,89Kd,97572,7030psXOh0,1999-06-18,8161YKHPa7
48635,9596200030,2019,340,0HV0,78Xq,8676,9958yWZuZ1,1994-04-27,3936gbZyY9
48635,9596200030,2019,838,5EW1,44EV,80894,9193KFgUb5,1995-12-10,3864AzlIW5
48635,9596200030,2019,169,7Lg5,41kq,13177,5828TdjAR1,1999-12-30,0052AbpvK3
38502,9268747068,2011,714,3hp9,51dv,62140,9254uupFD2,2022-09-28,9277HdAXd8
38502,9268747068,2011,179,4qO9,77Zl,67553,1159KktkV8,2013-05-03,7450psDdd9
17183,6910015398,1983,469,6PI2,58de,57810,4809wviBn3,1972-09-29,3902iIyPj2
17183,6910015398,1983,349,1hD3,15QJ,32734,4730tJpju9,1995-10-21,0796kBAYo6
21951,2424121870,1992,135,9cK6,36zH,10622,9430holyC0,1993-06-17,0116GbyFq2
21951,2424121870,1992,754,7sn5,09qF,53605,1517TsFBG1,2016-08-02,5357yxKvR3
40761,183393841,2024,578,5ub4,27rh,60353,5333HYyKW1,2000-03-06,4967BtSOr7
40830,6330761423,2021,396,5pj9,72hR,50889,2186VUsEq7,1988-05-17,9831CSEJQ7
89822,333497192,2009,121,2aS6,69vo,80639,8965iROca0,1997-03-03,1923kHchK2
74695,1749042983,2005,655,6YB0,86Hj,11241,8608DNYGe0,1976-05-28,9917rrKpM8
74695,1749042983,2005,973,5XI3,16Tx,56816,9134GPPvO3,1978-10-31,0093NoaCA9
96036,1218146788,2008,562,9MA2,91Ug,21631,2778azHDd3,2007-01-23,9375EUtgt4
51543,3164325348,1977,243,6Ow8,88eF,1261,6090TZnnp2,1985-08-07,6509OpLFj2
30522,4285627964,1979,621,9eZ2,69Fn,4967,7904nAYVq1,1989-03-07,4330LTQrD9
77362,512838993,1997,94,2La5,09fl,48485,3090WKoXj9,1992-03-14,8681YfluS4
13251,7292991524,1980,177,2Vz1,04Br,63593,5288kVZut4,2024-03-12,9142xpaHj1
3974,2029260558,2018,498,4rP4,81mR,4978,2763QPDQO4,1981-02-01,7345YFCwE8
13178,2713361682,2015,870,4AX1,63Fu,89096,3247ZQVkz8,2020-12-25,3708tlwHt8
96878,3174065521,1997,286,5kB8,02us,21044,4445Jqsok2,1995-03-13,4882jUZNT0
92635,3674403509,1992,802,4pk4,58Ub,29160,5172wojWQ2,2003-01-13,2860kpABz6
92635,3674403509,1992,760,8gS3,21vL,69054,2798EScUC1,2009-10-08,6327HxMJo4
91184,6064390744,1986,27,4eo8,74JI,48783,7673WbuXb3,2006-06-17,7184GBtSX8
72401,2418498319,2003,144,7Zn4,12ni,29544,9907gUsmf7,2023-03-05,1412NJaKQ4
72401,2418498319,2003,161,7kH2,49Ld,81311,0777pHyEe3,1992-09-20,0010ruUDA5
33426,2110437913,1986,258,8ZB3,88ZM,97285,9328FKayz7,1981-06-05,6455vqAcH9
33426,2110437913,1986,324,9Pd6,37Df,75197,1067xOssu3,1987-10-09,5690QudKj2
33426,2110437913,1986,655,8Ld5,39VA,1392,7970DGXgm1,1975-05-07,9493upvtI5
40194,9418708343,1990,712,8fY7,40CG,72480,6482QcApF4,2011-03-21,5575bPsxg8
40194,9418708343,1990,361,6mf7,80zU,92847,1022WNXfS3,1991-06-21,6124MYciZ6
12708,7251366091,2011,774,5Ox6,50lk,2176,8558cLgnj6,2017-11-18,6624QVgZi7
23979,6643882813,2022,645,2cf3,75ji,12783,9128cWrmB7,2013-11-29,9748cVgUz4
23979,6643882813,2022,111,0fE3,33EB,44571,0809GvGgW1,2005-11-21,8096yyaLg8
23979,6643882813,2022,96,5zx6,50cW,97735,6998MoKlJ3,2022-03-04,5668QIDyO5
3701,4728068599,1975,738,2hY8,86vi,27957,7946NsNrs8,1974-04-03,9331vsUIx1
3701,4728068599,1975,250,8Wt0,89qc,53988,3095JKXOx0,1999-07-04,0466ywLYQ0
3701,4728068599,1975,338,2nF2,73Od,96468,8604LXIaV9,1989-06-29,9812QojBf7
38949,4806965276,2023,963,9iG2,50vW,34359,9774loPuY6,1978-01-14,8938byfmU3
47902,4597371763,2001,868,1ed0,87yW,69824,0699AXRuW6,2003-06-23,4215fRTmv3
47902,4597371763,2001,962,9xs7,80ys,51204,4841JMEhr4,2021-05-25,5326ZywEK9
26279,8072687432,1977,794,1zz7,15xl,82057,7590xgCAY4,2003-10-29,8791CyxrL4
19020,608457826,1987,451,4VN8,17YQ,92153,8117OZJDe8,1978-06-14,5670UsATA2
19020,608457826,1987,772,5TC4,11EM,98856,7868tcYiN3,1999-12-27,6310KlCiX7
19020,608457826,1987,65,0Qe3,70VT,52511,0560viMFx5,1988-01-24,9223nLPDj8
84879,7544797317,1993,169,7PV3,15ML,92650,0374lvCeQ1,1993-12-22,9525zSguo9
84879,7544797317,1993,476,0Yl3,32pV,14674,8261sCaCW8,1972-07-12,5433sWpti6
696,8304768456,1995,577,4HH1,19oi,93690,5091BdeYK2,2004-11-19,4883VUqwq5
696,8304768456,1995,482,9Ei1,65rZ,62141,2522oROVs5,1972-04-29,3565tKZAa6
61333,324011238,2000,662,9Me5,55Tn,61731,6931qDsBK6,1977-06-01,6854IQcXp1
24254,6454529056,1995,80,7Cq1,93hI,10956,2759mYujZ9,1993-05-15,2617hPypV5
91898,4537899692,2008,208,4aO3,42oi,45798,7057vpGDC9,1970-04-18,2959yxNRA9
64170,4356000976,1989,920,7eE0,06tN,59019,9828SoPYi2,1971-08-14,3508CgwLW4
71686,6901572172,1985,920,2Pa0,71GL,93780,6744TGWER7,1997-09-28,1682blqpn7
71686,6901572172,1985,974,4KK0,23XP,89101,8320GnWrR9,2020-05-21,8085CTPwI0
11272,6665213212,1987,567,4ZK0,10GU,76845,8193JIMZJ7,2010-02-23,8649mPLJf9
11272,6665213212,1987,778,2gw7,64of,248,7832sjHlH8,2004-02-05,7228kQJIw1
21308,6622467516,2010,41,0BF3,24CF,12757,9161waWfk6,1970-01-08,0662AWDpR4
21308,6622467516,2010,394,8wY5,02NE,43690,0963DEswV1,1982-10-09,1208mPRtV6
24978,7272517647,1988,753,9Hn2,29oR,88103,1434fEtqV4,2013-03-12,3698lcfoT4
24978,7272517647,1988,446,8nB4,29Mq,89243,2727hJHNO4,1989-05-15,3540ceXDP4
24978,7272517647,1988,657,5gB2,64la,23653,3740uQQun5,2004-12-03,9849QDzip8
22148,7580791964,1988,386,5SC6,53Mi,10290,2436QgVZT8,2019-01-17,5292IVYnR0
22148,7580791964,1988,964,4cB2,90pa,11786,4521nhOlQ7,2019-09-09,1097dCurb0
68717,1476204519,2014,620,1hC4,22RQ,21057,2178ukrfL9,1986-08-23,3026HPcgb9
68717,1476204519,2014,68,0Sk6,92bw,54332,8859sBnyr6,1979-02-08,2019GmkyZ3
68717,1476204519,2014,53,7Og0,78GX,54515,0545JZBYq9,1985-03-26,8628KEnVg9
10625,1258705281,2021,723,0rc8,35YI,95542,6802nhEGu2,1986-02-01,6374jlhcA7
10625,1258705281,2021,881,9RU4,08yw,50889,1375GXkPh4,2010-07-24,3268SSjBn9
10625,1258705281,2021,150,7ya3,18OK,43821,6218LMqxc0,1993-08-08,1470nVMNW8
72843,3683838534,2001,893,0BY2,08wQ,12548,9776hNgox3,1993-02-05,3695jCbme4
25134,8107198530,2016,423,5bd5,78Rm,59977,7787umeok8,2019-02-24,9176tZoAC5
25134,8107198530,2016,443,3CZ4,88JR,13456,6902PFZXb2,1990-09-27,6051PmlkP7
75572,8119162035,2003,311,2Ab8,44bC,70462,6485VAVTM1,1987-08-18,5455UJbaG5
75572,8119162035,2003,515,8mX1,22Hy,3592,0641PcNZH3,2020-11-11,5704CCHcc4
112,3480396560,2015,983,3ao2,24Nr,60667,7103AJbyT2,2004-12-26,7994ZiMrm5
48098,2731954203,2024,163,7RG8,94Jh,78596,5251DZHSE9,2001-10-01,9123msUAI3
24333,509348341,2013,914,7pS0,48bo,89665,2376OVMCX8,1974-06-13,0281Qkkhz1
24333,509348341,2013,476,3ac9,37Re,21,2960YuvXE9,1995-05-24,7608GLoGc0
24333,509348341,2013,981,0is0,55vF,21810,4819wDqeh8,1973-03-14,5037eTkRO8
13356,564840006,1987,715,2wm9,13KX,92007,0283REBou4,1999-05-14,8812hZeYC7
13356,564840006,1987,429,2LC9,58gf,33179,6134nAroE9,1995-01-20,1227dyzUV0
63731,8283406297,1974,533,1Nu6,87zX,22086,1481duPEn9,1999-02-08,6900nejPb8
63731,8283406297,1974,511,1Uv6,78kS,94307,0913ODIfx2,1981-02-25,3770bvGqG5
63731,8283406297,1974,581,0Rs6,92Vn,61915,1079LsysX5,1977-06-16,9402fMNeK1
56942,6800000851,1977,642,3FD7,97Kx,26333,2197KHkIR3,1994-07-19,7745IgYYO2
12848,3819072419,1972,150,5Ok2,49rn,63551,8899pKNps9,2009-04-01,7383xxvKC5
12848,3819072419,1972,447,9uV3,19ys,20994,9432kLhtw8,1996-09-27,1159dIKto2
43596,695344192,1988,233,4KT6,42wK,57358,3212RIfUQ3,2006-11-09,5549dCpwM1
43596,695344192,1988,464,9fx6,16BC,42140,5388kuHBG0,1981-10-01,0625qanzr9
60778,8095397727,2012,233,0ig2,66xR,95850,7830xHxEu0,1987-03-30,5425EmEdD0
60778,8095397727,2012,605,7wk8,80Oh,95542,8977Quenn2,2009-07-30,7986XOCSF7
60778,8095397727,2012,270,8Ik4,31uN,19985,2323unlkS4,1986-05-06,9614nvsZS3
73135,1543109593,2014,720,1iI1,02MD,53605,2173leWeU4,1970-12-26,3738sDweI6
4877,7049017308,1990,47,7Jw6,20Vt,17623,2438MwSPn6,2014-01-10,4758nTdMo1
4877,7049017308,1990,411,6Cr4,97Zi,22324,5382bWwQL4,1975-01-23,3924kznVf9
4877,7049017308,1990,355,0Jk1,50vB,1390,1358trnfI6,2012-03-19,8134hTUTy4
19175,6945497332,2024,274,3BD8,45iH,3095,4603gUeyh4,1995-11-06,8273DjpdE2
73160,4281475412,2002,97,5iH9,30Ua,98843,0699AcoNj3,1977-11-20,6528BkSTE6
32088,8014645637,1976,965,5Aj0,83gb,10785,6374WxSGp9,1972-09-08,3812RkLly3
88336,5203179378,1995,296,4On9,90Vn,65954,7768VzXHf2,2014-01-17,3860olupl4
6630,7850507009,1976,563,7rM7,57jI,8583,4998BEmaN8,1989-06-07,9806npxqH5
6630,7850507009,1976,837,8nM4,18WF,29897,9477DPsHT3,1974-05-25,5672HAkHP4
6630,7850507009,1976,472,3vg1,26Ag,63694,3610xqvDH6,2020-10-18,3775HFbof8
3030,7680278253,2007,723,3Gq8,06Tn,94762,8738CVKfl6,1995-01-31,7732vrJzj1
44151,4822696191,1986,50,7ps4,63rX,51364,9567tWaIN6,2008-07-20,5356oOiTM5
44151,4822696191,1986,477,7FA1,73oh,90086,9514zDJNv4,1985-12-13,9312bXFCk2
44151,4822696191,1986,687,7RO3,37YZ,12211,2426nJGYr5,1971-10-05,1420OXVph4
14620,7298022841,2008,881,5Lb3,92ln,48286,2708dluMw2,2017-09-25,6507eInYG0
14620,7298022841,2008,308,0yj8,20Kp,52676,0687LdvTX6,2010-10-17,1142UUQED4
67306,7682218939,1986,38,7Wb1,68Nd,29746,7213dMTEK5,1972-08-23,9568smwqz3
67306,7682218939,1986,823,0BB7,42Bu,66908,4804lqUrz2,1991-02-04,9471Dvsfi6
67306,7682218939,1986,363,4Qp1,04NR,6264,4360gwyFn5,2021-12-25,7194XaIpD3
48824,8769414754,1972,117,7gE7,82zN,63719,9578zObmc2,1993-08-01,7720mKqwl7
78582,5315781965,1981,179,8ZP1,53nZ,68594,0568Nnsrk9,1979-07-27,2480jWzrs6
78582,5315781965,1981,621,7bb9,53re,28694,6741KdXIb5,1972-06-08,9667fyEgV8
1041,1222548043,1981,754,1eW8,38VD,7029,1176JZbyc2,1978-01-28,9642PnGzE5
1041,1222548043,1981,725,6zA1,34Ct,71133,2652vQzKp9,1995-09-11,8623OADoH9
92417,475241108,2005,380,2Ap2,91ri,92171,5076eBWLS3,1983-09-28,0953VvjmC4
54877,2236898398,1981,82,6Px7,69aO,76455,3912pmcXX3,1978-06-13,2150UZqHg6
54877,2236898398,1981,745,4RO7,70qh,99720,9856lziCB1,1991-03-21,6334zbJYr4
