CompanyCode,DocumentNo,FiscalYear,LineItem,GLAccount,ClearingDoc,ClearingDate,AllocationNo
96878,3174065521,1997,286,9GE1,0624EFmrd4,1983-03-01,9475huwMX4
92635,3674403509,1992,802,8it6,6603qhRQN5,1988-04-26,8115kKThI5
92635,3674403509,1992,760,6vf8,8771gWMwU9,1980-03-18,2201voYDw7
91184,6064390744,1986,27,5sh0,5808EAZjt4,1994-11-08,4207FGrGh0
72401,2418498319,2003,144,5RT5,4613sWAjO0,1995-08-20,6057BJBrB3
72401,2418498319,2003,161,6ZH3,3454MEJIi3,2021-09-21,8401IEKkj1
33426,2110437913,1986,258,0rQ8,8178wrQCK0,2007-02-06,4708rgTfb2
33426,2110437913,1986,324,3jH2,6072qzXzM8,2007-08-29,1801FonXQ8
33426,2110437913,1986,655,2Jn3,8386mJitk5,1982-04-13,7624sDYKy9
40194,9418708343,1990,712,3Sy1,3918igRQG2,2023-01-01,6420ISwND4
40194,9418708343,1990,361,4mN5,2326MmXVK1,2018-06-27,0781jEDmp0
12708,7251366091,2011,774,6IQ8,5427iCQIA8,1984-03-03,2785eUGFJ4
23979,6643882813,2022,645,1qV9,2734qtcdu2,2016-01-26,9321YcknP7
23979,6643882813,2022,111,0Xt1,1439jEqWE9,2007-07-14,8042WIYst2
23979,6643882813,2022,96,2wq6,5196VSgmG8,2002-10-13,7075GUgbF2
3701,4728068599,1975,738,6uE2,4715ktllc7,2010-03-05,0932sJBIE0
3701,4728068599,1975,250,2kE0,8918zZGWr7,2008-04-28,0068EFnNg3
3701,4728068599,1975,338,6yw3,2319zhdmV0,1978-12-25,4547mPYCp8
38949,4806965276,2023,963,1qz3,7786HotHK8,2015-08-22,1120ngSAL4
47902,4597371763,2001,868,1Dz0,0236KINjv2,1981-07-26,6640ZnhhE1
47902,4597371763,2001,962,1TU7,0981QKsQq1,1994-09-20,3414pygVZ5
26279,8072687432,1977,794,9cV0,0741WHfnF0,1994-08-25,5085jTsMY4
19020,608457826,1987,451,5pQ7,4917cJDgO0,1973-05-11,7514kCBob9
19020,608457826,1987,772,9AI8,7673QxUMy7,2007-01-21,6351WTosY3
19020,608457826,1987,65,2yf5,0173oRsZu8,1991-01-16,2662nSfZQ4
84879,7544797317,1993,169,0zd5,9568oZNFd2,1980-04-14,1414jOOCF8
84879,7544797317,1993,476,1bQ2,6390CDAZO6,1981-07-23,4990TWTQR8
696,8304768456,1995,577,9vv0,1664PfIyp4,2007-11-25,6034TrLYY9
696,8304768456,1995,482,5yD4,0688JoAth0,1976-09-09,9147drUua3
61333,324011238,2000,662,6Uj1,9179RGEHJ1,1990-01-12,1357SxytD2
24254,6454529056,1995,80,5PX8,7100Qrvii7,1995-05-12,8448BOUqi3
91898,4537899692,2008,208,8rC3,0439hbFwM6,1998-10-17,8452RXunA6
64170,4356000976,1989,920,8ZL5,3536ciKcM7,1992-12-14,3220MyZkc1
71686,6901572172,1985,920,7An5,5267WiUlF1,2018-12-06,8264yBmRJ3
71686,6901572172,1985,974,6zT4,8159ktLNz1,1991-08-05,5421EfyBY8
11272,6665213212,1987,567,5Ey2,5615ezyhB0,1990-05-01,5311EWaml9
11272,6665213212,1987,778,6fx0,7239wiDwP0,2020-03-05,8642ZlLQv2
21308,6622467516,2010,41,1dh3,7090HNMAN6,1992-01-27,5984agbTj8
21308,6622467516,2010,394,0ZK2,0033Wwbzx9,1982-04-04,6695EwQEe4
24978,7272517647,1988,753,0ml5,3046ftGpT1,1980-07-01,8311WCPEB0
24978,7272517647,1988,446,8nj1,2671FMtrW6,1997-06-08,3943BlNlU2
24978,7272517647,1988,657,2nB7,4117RSzaD5,2008-03-15,2790qcpzv8
22148,7580791964,1988,386,7Fg5,9550DZfeS3,1976-01-26,8339VWoXr0
22148,7580791964,1988,964,9kf2,5683pDPjI3,2013-01-16,5835srXxi8
68717,1476204519,2014,620,7Yq8,4895KZujv5,1991-04-01,9976qXrdT3
68717,1476204519,2014,68,4Ae1,6204Wwsdk3,1975-05-14,1170BLwSx4
68717,1476204519,2014,53,5Qj7,2881iRWVJ3,1985-05-23,2647yoFyv8
10625,1258705281,2021,723,6cX0,7838XONBV5,1972-05-13,4033fDCfV0
10625,1258705281,2021,881,1qQ4,1686fiaCm4,1999-12-02,3528KxVfY9
10625,1258705281,2021,150,9Js1,6252JSamu6,1988-10-28,8431GDgNX8
72843,3683838534,2001,893,3cp1,2094AVzYw7,1978-12-29,7174bdSAb1
25134,8107198530,2016,423,6ob1,2085aLuim7,2014-05-30,8895sWkdl2
25134,8107198530,2016,443,8gC1,5442wzyZV6,1974-04-03,6927kTmHN2
75572,8119162035,2003,311,8Cg5,0761bnwwE4,2000-10-04,7696YDOys4
75572,8119162035,2003,515,7TB5,5924mpYYr8,2008-07-31,9812GdkXY8
112,3480396560,2015,983,5MK4,6940JChPS1,2001-09-09,2139sItaZ4
48098,2731954203,2024,163,4MM6,4070WAVSv5,1981-09-04,0567jzVZU5
24333,509348341,2013,914,2Wl8,9686kTkmQ9,2005-03-09,7802nSZDX8
24333,509348341,2013,476,5vZ8,9594PDEoT6,1986-06-23,4939ernLK7
24333,509348341,2013,981,4iD8,4617WyMrX4,1984-05-23,6232wePIh3
13356,564840006,1987,715,6cA9,0628uIYQh4,1993-07-10,3831jQvEl1
13356,564840006,1987,429,8lu9,7590rFztG8,1999-02-17,4496ZrrwL4
63731,8283406297,1974,533,5dk4,2991PXNor0,2006-06-02,6864iGkMb1
63731,8283406297,1974,511,2Ml7,4107WysqT7,1977-10-01,8392KKjEy0
63731,8283406297,1974,581,6Tk1,9388MJPIM1,2023-01-31,8203yObqa9
56942,6800000851,1977,642,5Ul5,3853HweLT9,1978-01-05,4229LgVLu3
12848,3819072419,1972,150,6xn8,1365EfTKH6,2020-01-01,8242cyvxm5
12848,3819072419,1972,447,2PO7,8611acjHG5,2022-08-18,0537CWPwq1
43596,695344192,1988,233,3Mm2,5337MADVZ8,1979-02-19,7198rwYlb0
43596,695344192,1988,464,8Bk7,8329bsWav8,2001-01-21,4943gchxd7
60778,8095397727,2012,233,2lZ9,8873OyzJr0,1976-04-04,7940Hwxvn9
60778,8095397727,2012,605,6we7,5696iIkUB9,2020-02-04,8455dgxHa8
60778,8095397727,2012,270,1ca9,6481zaITr3,2007-01-10,8066gnRug6
73135,1543109593,2014,720,3Sl7,2334wrSif8,1974-05-17,3416hhkeq4
4877,7049017308,1990,47,6HF8,9358qkSzA1,1974-07-21,6569kCFpK2
4877,7049017308,1990,411,7Gi3,4716iZzqX0,2013-07-19,2500hohUm1
4877,7049017308,1990,355,3pJ3,9023BEjRi6,1996-10-07,1001ZWfpJ7
19175,6945497332,2024,274,0Hz6,9318daXGF1,1987-06-14,0456BLWPR2
73160,4281475412,2002,97,9Mw2,7259eYFje6,1993-06-06,6605dKaRI2
32088,8014645637,1976,965,5jO3,0575lFVYX9,2021-12-24,1299Zumyh0
88336,5203179378,1995,296,2wd3,8482KCfKN8,2005-03-23,0041xxrMg2
6630,7850507009,1976,563,9wS8,5709tCFNc9,2011-11-16,5933Cacee1
6630,7850507009,1976,837,3eY0,2097qQRRi4,1971-05-29,3571WgNIA1
6630,7850507009,1976,472,5qX2,9274iPiwI5,1990-05-17,9416FAuXm6
3030,7680278253,2007,723,8BD5,2577EnhkZ2,2017-05-08,6096YtqMC5
44151,4822696191,1986,50,1mI3,5831LtSbh2,1995-01-13,8773hQnRn5
44151,4822696191,1986,477,1hY0,2190oUobs7,1987-10-13,9370biZEL6
44151,4822696191,1986,687,0cf3,2625EluEi4,1978-02-12,1249PTtDZ5
14620,7298022841,2008,881,7Jv5,8626DInBn4,2007-07-15,5082gdvib5
14620,7298022841,2008,308,6st1,0049LCfSC0,1991-02-03,4537mMNlH3
67306,7682218939,1986,38,8Go8,2272IFeBI5,1987-02-22,2778bMezd4
67306,7682218939,1986,823,5ea2,6770xWUrc7,1983-04-17,9550QfvTG1
67306,7682218939,1986,363,6rZ1,4599GVCGV3,2008-02-09,8097eOUwv6
48824,8769414754,1972,117,0cA6,4536aLRlb8,2000-11-07,7369usSzZ6
78582,5315781965,1981,179,6me1,0653sGdox4,1986-09-09,6750jjNmL7
78582,5315781965,1981,621,8kd5,7155RmbMl0,1975-04-19,3046JABZl1
1041,1222548043,1981,754,4Yh5,4163EoAGV1,2010-08-15,4764SZDoD8
1041,1222548043,1981,725,8zV3,7778gicmM4,1972-12-14,1419lKTOB1
92417,475241108,2005,380,5OZ6,2648izRmu2,1981-06-25,1619nbMbC9
54877,2236898398,1981,82,0qA1,9356fUqdb6,1975-04-07,3200TSUUL1
54877,2236898398,1981,745,3wd9,8190vRzxa6,1974-05-17,2543cLbtd7
79614,1651032939,1987,894,0et7,8249ItZnV1,1976-09-17,6293hVYqd6
46454,8859507963,1972,202,8Cn2,7391xbKWY2,1974-02-07,0487GaJhM2
31032,2558186506,1989,62,1Co7,1764NHMZW3,1975-11-22,2273QBCdd1
16123,4601346684,2019,197,5Ii1,2750NTEop1,1985-03-15,1328Jykcc3
16123,4601346684,2019,195,0zJ5,2348Wxlwc7,1997-06-02,1545LtHnJ1
38116,9859690587,1973,824,2Zm3,7854jzdwo8,1980-11-13,7111qrmoM0
38116,9859690587,1973,399,1uU2,5426igTUm4,2004-07-03,0695HQEhH2
38116,9859690587,1973,948,9mR4,0646gQEpp1,2022-02-28,0770ZJPyO9
36696,6380840997,1973,595,2TT6,0973AkCcx9,2004-11-11,7506ETSWg7
36696,6380840997,1973,665,7HA2,8671sphCk7,2019-02-18,5548BTgCB1
27754,8093088444,1979,606,0Js3,3049LXjpP2,1985-03-29,4561iLcMw8
27754,8093088444,1979,838,6gV4,1667TmFov4,1980-03-16,3053YSEpp7
65190,4311483528,2008,725,6FG9,2059CiBIy6,1973-02-04,7179Yhxsn8
65190,4311483528,2008,671,0iX9,3737yBZfI1,2002-06-19,3569Lexdl4
48628,1831603784,1971,921,7CZ0,7339tRlLU1,2023-11-03,3715VDNes8
48628,1831603784,1971,605,5qM3,7265LdKtQ7,1977-12-02,4629EjZzK7
48628,1831603784,1971,685,2cK4,0164zpHIv8,2007-08-05,9310bSquk3
35758,3399308850,1983,881,5qF2,5096yONuc0,1999-01-06,0488pmPNu9
43808,8189907729,2022,48,3Bm5,5281qnEPk6,2013-12-17,5776UloBV8
16055,7593697462,2001,443,4zW9,0230dcmqz2,2023-10-23,9437ctoXS4
16055,7593697462,2001,569,0jl0,5616xPvHl5,1991-05-02,1949ejNYx2
16055,7593697462,2001,638,8YT9,5946opxVC0,1987-08-04,2781nBOwp8
74875,7074322194,1996,819,1QY9,2762cvJul3,2011-06-08,4791vqqDS7
12551,2413544175,1980,669,5ip9,2550uAkBt6,2021-11-26,3725agzhl1
36646,2335278909,1970,610,1BF8,3498Pzkxi8,1976-03-03,5534HwxZO0
36646,2335278909,1970,864,3nz4,0500lqeOX5,1987-03-08,6985ZJdil7
36646,2335278909,1970,355,8AG9,6946ssPRu4,2004-10-19,9662MdLLw0
79745,9583147294,2007,712,4zt0,7096vGkmQ0,1996-05-26,6377cVnGH8
79745,9583147294,2007,485,3Tr4,3664KsnNI6,1997-01-02,3258JZuKp0
79745,9583147294,2007,238,7UY5,8421XOEEv0,1995-11-18,3174UTyVL5
31083,9878219372,1985,624,4GO6,3288TvVVc5,1972-06-29,8412RFeUJ5
31083,9878219372,1985,108,1dt0,9801dAVTQ1,1975-10-14,4789RhqBJ9
31083,9878219372,1985,742,2vG7,5265MCPtY1,1973-03-23,0312Tqpyx0
80041,424732149,2012,856,0ae6,5921xUZZW6,2015-10-19,4785tZPqG1
80041,424732149,2012,44,0Ar0,2868LRfQm3,1985-01-18,9136lonch2
80041,424732149,2012,17,8ZC6,1709DykOh7,1992-06-15,3400RABzv2
9547,5892992223,2014,46,3EJ3,2302eGqPI2,2003-02-20,5420BDqvY4
9547,5892992223,2014,725,4Qo4,3476EOnMh5,2019-08-25,1804yIKBM8
38457,1157209492,2000,848,3Cu9,6177ITKZh2,1999-03-13,5190CGZaS0
38457,1157209492,2000,923,1LB4,2554jgJta4,1984-04-25,5506XbWuN8
38457,1157209492,2000,131,8iy6,8837CYWAG7,1970-05-06,5867JODaN1
44262,528368357,2019,677,8Xt2,2038McNyu4,1972-02-29,8323uvMEu1
44262,528368357,2019,188,7go7,2027jnyxQ6,2018-08-17,0103cmqop8
44262,528368357,2019,260,5TI8,5136SaAQr3,1987-01-26,6236toFTN5
94868,9301926256,1979,228,2Qc0,8617tquDu5,1981-05-20,4723bLwJS4
94868,9301926256,1979,357,8de6,1825dKnjm5,2008-10-21,7941tqcME8
94868,9301926256,1979,844,5tV5,6408keDFu1,2015-05-19,6436AcojE1
